"","Id","IndicatorCode","SpatialDimType","Country","ParentLocationCode","TimeDimType","ParentLocation","Dim1Type","Dim1","Year","Dim2Type","Dim2","Dim3Type","Dim3","DataSourceDimType","DataSourceDim","Value","NumericValue","Low","High","Comments","Date","TimeDimensionValue","TimeDimensionBegin","TimeDimensionEnd"
"216",1571154,"WSH_10_WAT","COUNTRY","PRY","AMR","YEAR","Americas","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"27 [17-42]",27.28734,16.90831,42.20573,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"217",3851617,"WSH_10_WAT","COUNTRY","TLS","SEAR","YEAR","South-East Asia","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"44 [28-67]",43.7216,28.13688,67.00145,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"218",8859705,"WSH_10_WAT","COUNTRY","MNE","EUR","YEAR","Europe","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0 [0-0]",0.05966,0.02008,0.13391,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"219",6650752,"WSH_10_WAT","COUNTRY","NGA","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"30738 [21288-42927]",30737.82813,21287.91602,42926.78125,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"220",2019627,"WSH_10_WAT","COUNTRY","SRB","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"22 [7-46]",21.51343,7.40855,46.01988,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"221",8524313,"WSH_10_WAT","COUNTRY","BTN","SEAR","YEAR","South-East Asia","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"13 [7-23]",13.01567,7.34541,22.93874,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"222",5922664,"WSH_10_WAT","COUNTRY","SYR","EMR","YEAR","Eastern Mediterranean","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"234 [103-417]",234.06348,102.92852,417.12756,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"223",1280532,"WSH_10_WAT","COUNTRY","IRN","EMR","YEAR","Eastern Mediterranean","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"20 [6-60]",19.86963,6.2484,60.39867,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"224",8138388,"WSH_10_WAT","COUNTRY","ARG","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"108 [25-265]",107.97322,24.78323,264.59155,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"225",8980136,"WSH_10_WAT","COUNTRY","TZA","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"2708 [1920-3694]",2708.11768,1919.60986,3693.59082,NA,"2022-11-01T15:12:59+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"226",2121263,"WSH_10_WAT","COUNTRY","ARG","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"10 [2-25]",10.27383,2.33137,25.17695,NA,"2022-11-01T15:12:53+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"227",2655375,"WSH_10_WAT","COUNTRY","COL","AMR","YEAR","Americas","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"78 [37-149]",78.31271,36.59739,149.0426,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"228",8233497,"WSH_10_WAT","COUNTRY","KAZ","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"12 [5-26]",12.04287,5.41987,26.03846,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"229",3029106,"WSH_10_WAT","COUNTRY","COG","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"180 [124-252]",180.3161,123.62309,252.48224,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"230",1369297,"WSH_10_WAT","COUNTRY","YEM","EMR","YEAR","Eastern Mediterranean","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1191 [658-1941]",1190.86902,657.60181,1940.83667,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"231",5136558,"WSH_10_WAT","COUNTRY","SLB","WPR","YEAR","Western Pacific","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"46 [27-70]",45.59002,26.64311,70.47022,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"232",10127179,"WSH_10_WAT","COUNTRY","KHM","WPR","YEAR","Western Pacific","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"702 [485-973]",702.20239,485.18796,972.98035,NA,"2022-11-01T15:13:09+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"233",4845847,"WSH_10_WAT","COUNTRY","TZA","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"2987 [2075-4133]",2986.96094,2075.34863,4133.28174,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"234",3977925,"WSH_10_WAT","COUNTRY","CRI","AMR","YEAR","Americas","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"5 [2-11]",5.21754,2.02245,11.26232,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"235",1008309,"WSH_10_WAT","COUNTRY","DZA","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"160 [98-247]",159.99597,97.58978,247.33859,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"236",2782354,"WSH_10_WAT","COUNTRY","DOM","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"159 [103-235]",159.40076,103.15862,234.61426,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"237",8942187,"WSH_10_WAT","COUNTRY","IRQ","EMR","YEAR","Eastern Mediterranean","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"210 [120-345]",209.97975,119.82132,344.58048,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"238",2991401,"WSH_10_WAT","COUNTRY","LBN","EMR","YEAR","Eastern Mediterranean","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"5 [1-13]",4.56143,1.22577,13.00724,NA,"2022-11-01T15:13:02+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"239",6283234,"WSH_10_WAT","COUNTRY","SYR","EMR","YEAR","Eastern Mediterranean","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"471 [206-834]",470.75507,206.35817,833.60297,NA,"2022-11-01T15:12:59+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"240",5022899,"WSH_10_WAT","COUNTRY","LBR","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"677 [490-907]",677.47052,490.10602,907.18488,NA,"2022-11-01T15:13:09+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"241",2668266,"WSH_10_WAT","COUNTRY","IDN","SEAR","YEAR","South-East Asia","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"3795 [2202-6674]",3794.90234,2201.98901,6674.40527,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"242",9024928,"WSH_10_WAT","COUNTRY","ECU","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"15 [10-23]",14.79929,9.552,22.55728,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"243",654371,"WSH_10_WAT","COUNTRY","CMR","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"4970 [3554-6636]",4969.83594,3553.67334,6635.83398,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"244",1653881,"WSH_10_WAT","COUNTRY","NIC","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"19 [12-30]",19.18118,11.57291,29.82314,NA,"2022-11-01T15:12:57+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"245",4985351,"WSH_10_WAT","COUNTRY","BGR","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [0-4]",1.17075,0.29904,3.62282,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"246",3111501,"WSH_10_WAT","COUNTRY","TGO","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"572 [397-786]",571.7655,396.98547,786.45361,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"247",9519545,"WSH_10_WAT","COUNTRY","SOM","EMR","YEAR","Eastern Mediterranean","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"3212 [1981-4885]",3211.98096,1980.78235,4885.08789,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"248",4187471,"WSH_10_WAT","COUNTRY","SRB","EUR","YEAR","Europe","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"16 [5-40]",16.31398,4.93664,39.96126,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"249",1546687,"WSH_10_WAT","COUNTRY","BGR","EUR","YEAR","Europe","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [0-4]",1.19322,0.29967,3.73359,NA,"2022-11-01T15:13:00+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"250",837100,"WSH_10_WAT","COUNTRY","KHM","WPR","YEAR","Western Pacific","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"352 [232-509]",351.59357,232.41483,508.72122,NA,"2022-11-01T15:13:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"251",483878,"WSH_10_WAT","COUNTRY","BGR","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"2 [1-7]",2.36398,0.61131,7.34662,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"252",8955107,"WSH_10_WAT","COUNTRY","CMR","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"2729 [1899-3775]",2728.98975,1898.56177,3774.83643,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"253",3023076,"WSH_10_WAT","COUNTRY","GRD","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"0 [0-0]",6e-05,7e-05,3e-04,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"254",7815484,"WSH_10_WAT","COUNTRY","MDA","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"0 [0-1]",0.1997,0.00343,1.38332,NA,"2022-11-01T15:12:56+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"255",1748831,"WSH_10_WAT","COUNTRY","TCD","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"3204 [2298-4306]",3203.8186,2297.89697,4305.50977,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"256",8860200,"WSH_10_WAT","COUNTRY","THA","SEAR","YEAR","South-East Asia","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1830 [982-3090]",1830.40088,981.74341,3090.42578,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"257",9221749,"WSH_10_WAT","COUNTRY","PAN","AMR","YEAR","Americas","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"16 [7-29]",15.52275,7.4485,28.51647,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"258",2997805,"WSH_10_WAT","COUNTRY","BTN","SEAR","YEAR","South-East Asia","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"2 [1-4]",2.36433,1.43346,3.85292,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"259",7689177,"WSH_10_WAT","COUNTRY","MDA","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [0-2]",0.72224,0.22452,2.10306,NA,"2022-11-01T15:13:09+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"260",6517989,"WSH_10_WAT","COUNTRY","MUS","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"3 [2-5]",3.1204,1.90484,4.75644,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"261",2254707,"WSH_10_WAT","COUNTRY","ETH","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"11429 [8349-15034]",11428.55664,8349.49805,15034.04688,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"262",761907,"WSH_10_WAT","COUNTRY","BLZ","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"1 [0-2]",0.52768,0.08241,1.95256,NA,"2022-11-01T15:12:53+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"263",9899930,"WSH_10_WAT","COUNTRY","GNB","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"200 [146-265]",199.52155,145.51093,264.74466,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"264",4516122,"WSH_10_WAT","COUNTRY","AZE","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"8 [3-20]",8.20708,3.43088,19.74554,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"265",5840932,"WSH_10_WAT","COUNTRY","PRK","SEAR","YEAR","South-East Asia","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"76 [39-137]",76.43718,39.09212,136.61124,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"266",9120402,"WSH_10_WAT","COUNTRY","TUN","EMR","YEAR","Eastern Mediterranean","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"47 [30-72]",47.40492,29.96001,72.43614,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"267",6346879,"WSH_10_WAT","COUNTRY","KGZ","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"14 [6-28]",14.2312,6.18044,28.01184,NA,"2022-11-01T15:12:56+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"268",9887349,"WSH_10_WAT","COUNTRY","ARM","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"2 [1-4]",1.87856,0.58088,4.32872,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"269",4801851,"WSH_10_WAT","COUNTRY","RWA","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1033 [735-1408]",1033.02234,735.40668,1407.66138,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"270",5606706,"WSH_10_WAT","COUNTRY","BLZ","AMR","YEAR","Americas","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [0-2]",1.00296,0.46268,2.06772,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"271",5689271,"WSH_10_WAT","COUNTRY","SSD","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1563 [1054-2214]",1562.86084,1054.07568,2213.87354,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"272",4270091,"WSH_10_WAT","COUNTRY","BLR","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [0-3]",0.76598,0.23683,2.71273,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"273",3156003,"WSH_10_WAT","COUNTRY","COL","AMR","YEAR","Americas","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"65 [30-124]",64.91655,30.40693,124.08282,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"274",10077431,"WSH_10_WAT","COUNTRY","BFA","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"2374 [1502-3550]",2373.76123,1502.36401,3549.77051,NA,"2022-11-01T15:12:53+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"275",9342521,"WSH_10_WAT","COUNTRY","TON","WPR","YEAR","Western Pacific","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [1-4]",1.28303,0.5311,4.27591,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"276",9912783,"WSH_10_WAT","COUNTRY","ZMB","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1050 [744-1438]",1050.4624,744.30853,1437.60083,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"277",6721128,"WSH_10_WAT","COUNTRY","VEN","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"28 [4-235]",27.92416,3.6416,234.60623,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"278",3706690,"WSH_10_WAT","COUNTRY","SLE","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1370 [954-1882]",1369.57629,954.15198,1882.28516,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"279",5505436,"WSH_10_WAT","COUNTRY","SEN","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1211 [856-1670]",1210.94751,856.15906,1670.15747,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"280",2897039,"WSH_10_WAT","COUNTRY","MUS","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"5 [3-7]",4.97897,3.09843,7.45928,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"281",9355195,"WSH_10_WAT","COUNTRY","CUB","AMR","YEAR","Americas","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"16 [8-31]",16.17559,7.92832,30.5207,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"282",7777761,"WSH_10_WAT","COUNTRY","MLI","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"2557 [1513-4001]",2556.73047,1512.74023,4001.26099,NA,"2022-11-01T15:12:56+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"283",8537651,"WSH_10_WAT","COUNTRY","ARM","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [0-2]",0.94602,0.29,2.2942,NA,"2022-11-01T15:13:04+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"284",7170057,"WSH_10_WAT","COUNTRY","ALB","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [0-3]",1.25953,0.38379,3.20673,NA,"2022-11-01T15:13:04+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"285",5613253,"WSH_10_WAT","COUNTRY","SEN","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"674 [475-934]",674.14844,475.11731,933.62677,NA,"2022-11-01T15:12:59+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"286",7733764,"WSH_10_WAT","COUNTRY","KEN","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"1307 [929-1782]",1306.65356,929.12378,1782.24048,NA,"2022-11-01T15:12:56+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"287",3535773,"WSH_10_WAT","COUNTRY","PRK","SEAR","YEAR","South-East Asia","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"41 [20-76]",41.38892,20.40186,75.89885,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"288",8600823,"WSH_10_WAT","COUNTRY","IRN","EMR","YEAR","Eastern Mediterranean","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"20 [6-60]",19.53939,5.95763,59.99699,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"289",1502903,"WSH_10_WAT","COUNTRY","SWZ","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"40 [25-56]",40.30999,25.14357,55.91106,NA,"2022-11-01T15:12:59+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"290",3238572,"WSH_10_WAT","COUNTRY","GTM","AMR","YEAR","Americas","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"272 [166-434]",272.01514,165.78824,434.26382,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"291",3561192,"WSH_10_WAT","COUNTRY","STP","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"4 [3-6]",4.33885,2.78353,6.46068,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
