"","Id","IndicatorCode","SpatialDimType","Country","ParentLocationCode","TimeDimType","ParentLocation","Dim1Type","Dim1","Year","Dim2Type","Dim2","Dim3Type","Dim3","DataSourceDimType","DataSourceDim","Value","NumericValue","Low","High","Comments","Date","TimeDimensionValue","TimeDimensionBegin","TimeDimensionEnd"
"140",7029684,"WSH_10_WAT","COUNTRY","HND","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"47 [32-68]",46.91359,31.75173,67.75555,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"141",5794882,"WSH_10_WAT","COUNTRY","SUR","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"9 [6-14]",9.382,5.85671,14.4174,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"142",10119840,"WSH_10_WAT","COUNTRY","VNM","WPR","YEAR","Western Pacific","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"214 [132-345]",213.63168,131.56091,345.04376,NA,"2022-11-01T15:13:04+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"143",4002107,"WSH_10_WAT","COUNTRY","TUN","EMR","YEAR","Eastern Mediterranean","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"23 [14-37]",23.06928,14.00865,37.10117,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"144",4559042,"WSH_10_WAT","COUNTRY","CHN","WPR","YEAR","Western Pacific","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1379 [616-2978]",1379.02869,615.76611,2977.65918,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"145",2354713,"WSH_10_WAT","COUNTRY","BOL","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"205 [110-350]",204.54117,109.78408,350.23474,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"146",7124261,"WSH_10_WAT","COUNTRY","GUY","AMR","YEAR","Americas","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"6 [4-9]",6.49766,4.40206,9.43943,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"147",1121431,"WSH_10_WAT","COUNTRY","SOM","EMR","YEAR","Eastern Mediterranean","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"3589 [2272-5372]",3589.02661,2271.56006,5371.58691,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"148",5795060,"WSH_10_WAT","COUNTRY","WSM","WPR","YEAR","Western Pacific","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [1-4]",1.34195,0.65451,3.55159,NA,"2022-11-01T15:13:04+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"149",7713112,"WSH_10_WAT","COUNTRY","KEN","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"3077 [2179-4223]",3076.52124,2178.5647,4223.04541,NA,"2022-11-01T15:13:02+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"150",8004335,"WSH_10_WAT","COUNTRY","BFA","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"2621 [1803-3663]",2620.9209,1803.23145,3663.49609,NA,"2022-11-01T15:13:04+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"151",8080255,"WSH_10_WAT","COUNTRY","MEX","AMR","YEAR","Americas","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"307 [126-605]",307.22656,126.26402,604.5188,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"152",3546673,"WSH_10_WAT","COUNTRY","MRT","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"675 [463-948]",674.77527,462.81256,947.70447,NA,"2022-11-01T15:13:09+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"153",8599011,"WSH_10_WAT","COUNTRY","PNG","WPR","YEAR","Western Pacific","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"425 [261-623]",424.77643,261.13791,622.70276,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"154",4736908,"WSH_10_WAT","COUNTRY","IRN","EMR","YEAR","Eastern Mediterranean","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"17 [5-52]",17.22359,5.2469,51.91129,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"155",8048491,"WSH_10_WAT","COUNTRY","GNQ","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"80 [44-135]",79.92891,43.74152,134.53458,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"156",621428,"WSH_10_WAT","COUNTRY","BOL","AMR","YEAR","Americas","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"116 [60-210]",116.47302,59.78836,210.04776,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"157",6732230,"WSH_10_WAT","COUNTRY","BLZ","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"2 [1-4]",2.28077,1.09332,4.30823,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"158",6896824,"WSH_10_WAT","COUNTRY","GTM","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"569 [350-899]",569.10138,349.53265,899.45752,NA,"2022-11-01T15:13:09+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"159",3913466,"WSH_10_WAT","COUNTRY","MMR","SEAR","YEAR","South-East Asia","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"709 [388-1185]",708.51819,388.30246,1185.35693,NA,"2022-11-01T15:12:56+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"160",7257020,"WSH_10_WAT","COUNTRY","TUR","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"96 [38-226]",96.24731,37.66567,225.59052,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"161",8922086,"WSH_10_WAT","COUNTRY","DJI","EMR","YEAR","Eastern Mediterranean","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"29 [16-45]",28.67057,16.44231,45.0743,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"162",8181906,"WSH_10_WAT","COUNTRY","MDG","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"2249 [1506-3231]",2248.92188,1506.36939,3231.09131,NA,"2022-11-01T15:13:02+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"163",5142012,"WSH_10_WAT","COUNTRY","COD","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"7379 [5054-10265]",7378.87402,5054.44531,10264.85352,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"164",9119053,"WSH_10_WAT","COUNTRY","CIV","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"4502 [3229-6033]",4502.25928,3229.39502,6032.57324,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"165",8143926,"WSH_10_WAT","COUNTRY","TLS","SEAR","YEAR","South-East Asia","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"19 [12-30]",18.93801,11.72162,30.15743,NA,"2022-11-01T15:12:59+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"166",1980796,"WSH_10_WAT","COUNTRY","PER","AMR","YEAR","Americas","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"150 [94-232]",149.90027,93.56548,231.54851,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"167",7593203,"WSH_10_WAT","COUNTRY","CHN","WPR","YEAR","Western Pacific","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"679 [288-1499]",678.55804,288.25604,1498.9668,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"168",3553211,"WSH_10_WAT","COUNTRY","AFG","EMR","YEAR","Eastern Mediterranean","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"2102 [1491-2842]",2101.99902,1490.96887,2841.87134,NA,"2022-11-01T15:12:53+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"169",2291586,"WSH_10_WAT","COUNTRY","KGZ","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"17 [7-34]",17.05136,7.47295,33.64246,NA,"2022-11-01T15:13:09+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"170",84628,"WSH_10_WAT","COUNTRY","TUN","EMR","YEAR","Eastern Mediterranean","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"24 [15-37]",24.33564,15.25463,37.31011,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"171",324806,"WSH_10_WAT","COUNTRY","BDI","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"873 [633-1149]",872.92322,633.4176,1149.27075,NA,"2022-11-01T15:12:53+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"172",8801892,"WSH_10_WAT","COUNTRY","ZWE","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"712 [517-948]",711.62,516.87116,948.17468,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"173",7244531,"WSH_10_WAT","COUNTRY","TJK","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"35 [18-74]",34.56673,17.97212,73.73021,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"174",7364978,"WSH_10_WAT","COUNTRY","BGD","SEAR","YEAR","South-East Asia","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"5004 [2897-8052]",5004.42676,2897.04175,8052.06885,NA,"2022-11-01T15:13:00+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"175",8605695,"WSH_10_WAT","COUNTRY","TJK","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"79 [43-164]",78.92996,42.57399,164.1297,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"176",5535799,"WSH_10_WAT","COUNTRY","RWA","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"274 [186-388]",273.85346,186.47708,387.62085,NA,"2022-11-01T15:12:59+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"177",9537601,"WSH_10_WAT","COUNTRY","THA","SEAR","YEAR","South-East Asia","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"964 [467-1783]",963.59021,467.07483,1782.63599,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"178",9442670,"WSH_10_WAT","COUNTRY","JOR","EMR","YEAR","Eastern Mediterranean","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"13 [4-31]",12.85048,4.09225,31.3668,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"179",3345048,"WSH_10_WAT","COUNTRY","UZB","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"17 [9-31]",17.32303,9.35295,31.25728,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"180",6206379,"WSH_10_WAT","COUNTRY","ROU","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"19 [7-43]",19.40149,6.74215,42.98006,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"181",9651815,"WSH_10_WAT","COUNTRY","VCT","AMR","YEAR","Americas","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0 [0-0]",0.21236,0.08249,0.44106,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"182",4990869,"WSH_10_WAT","COUNTRY","MNG","WPR","YEAR","Western Pacific","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"7 [4-12]",7.29479,4.21498,12.14423,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"183",331306,"WSH_10_WAT","COUNTRY","PER","AMR","YEAR","Americas","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"309 [195-483]",309.35895,195.20999,483.49377,NA,"2022-11-01T15:13:09+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"184",4794425,"WSH_10_WAT","COUNTRY","MKD","EUR","YEAR","Europe","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0 [0-1]",0.16051,0.03056,0.55704,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"185",2241070,"WSH_10_WAT","COUNTRY","MWI","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"968 [676-1341]",968.06787,676.48547,1340.58777,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"186",2908565,"WSH_10_WAT","COUNTRY","BTN","SEAR","YEAR","South-East Asia","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"23 [14-39]",23.3844,13.93486,39.16324,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"187",464022,"WSH_10_WAT","COUNTRY","MAR","EMR","YEAR","Eastern Mediterranean","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"71 [35-134]",71.0105,35.17196,133.76073,NA,"2022-11-01T15:12:56+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"188",2120819,"WSH_10_WAT","COUNTRY","PHL","WPR","YEAR","Western Pacific","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1887 [1137-2880]",1887.30188,1137.22803,2879.60864,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"189",10000533,"WSH_10_WAT","COUNTRY","BEN","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"1464 [1003-2031]",1464.39282,1003.32141,2030.78565,NA,"2022-11-01T15:12:53+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"190",2933882,"WSH_10_WAT","COUNTRY","BTN","SEAR","YEAR","South-East Asia","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"10 [6-19]",10.36873,5.71862,18.66709,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"191",1886239,"WSH_10_WAT","COUNTRY","DJI","EMR","YEAR","Eastern Mediterranean","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"84 [51-126]",84.2588,51.12504,126.26106,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"192",6688496,"WSH_10_WAT","COUNTRY","ERI","AFR","YEAR","Africa","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"351 [232-504]",350.58905,231.6514,504.36646,NA,"2022-11-01T15:13:05+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"193",10038605,"WSH_10_WAT","COUNTRY","UKR","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"13 [4-34]",13.30091,4.09087,34.3279,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"194",3440344,"WSH_10_WAT","COUNTRY","TKM","EUR","YEAR","Europe","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"32 [8-98]",32.15605,8.36448,97.99077,NA,"2022-11-01T15:12:59+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"195",2253969,"WSH_10_WAT","COUNTRY","SLB","WPR","YEAR","Western Pacific","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"10 [6-15]",9.75639,5.77944,14.74869,NA,"2022-11-01T15:12:59+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"196",10152266,"WSH_10_WAT","COUNTRY","KAZ","EUR","YEAR","Europe","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"16 [7-35]",15.92612,7.18632,34.59157,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"197",1766854,"WSH_10_WAT","COUNTRY","UGA","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"4497 [3250-6058]",4496.99219,3249.66919,6058.34131,NA,"2022-11-01T15:13:10+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"198",3459447,"WSH_10_WAT","COUNTRY","COG","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"518 [355-719]",517.8811,354.97354,718.99426,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"199",5510820,"WSH_10_WAT","COUNTRY","MAR","EMR","YEAR","Eastern Mediterranean","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"68 [34-128]",68.23476,33.86877,128.37766,NA,"2022-11-01T15:13:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"200",5028823,"WSH_10_WAT","COUNTRY","COD","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"10451 [7263-14433]",10450.73828,7263.45361,14432.67481,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"201",5136255,"WSH_10_WAT","COUNTRY","ARM","EUR","YEAR","Europe","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [0-2]",0.93254,0.23411,2.45163,NA,"2022-11-01T15:13:00+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"202",6872156,"WSH_10_WAT","COUNTRY","MNE","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0 [0-0]",0.04044,0.01347,0.09551,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"203",10158641,"WSH_10_WAT","COUNTRY","LBY","EMR","YEAR","Eastern Mediterranean","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"1 [0-10]",1.48008,0.18915,10.30059,NA,"2022-11-01T15:13:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"204",4737650,"WSH_10_WAT","COUNTRY","AFG","EMR","YEAR","Eastern Mediterranean","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"2248 [1609-3003]",2247.68945,1609.34082,3003.26904,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"205",5155345,"WSH_10_WAT","COUNTRY","DZA","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"209 [129-321]",209.02655,129.25391,321.00687,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"206",6922994,"WSH_10_WAT","COUNTRY","MOZ","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"5729 [4109-7616]",5729.17481,4109.25684,7615.51856,NA,"2022-11-01T15:13:09+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"207",6485584,"WSH_10_WAT","COUNTRY","GNB","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"166 [117-223]",165.57892,117.28001,222.60913,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"208",7346450,"WSH_10_WAT","COUNTRY","RUS","EUR","YEAR","Europe","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"40 [15-81]",39.65661,15.2597,81.32652,NA,"2022-11-01T15:13:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"209",6036413,"WSH_10_WAT","COUNTRY","HND","AMR","YEAR","Americas","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"82 [53-125]",82.286,53.13124,125.45931,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"210",6707580,"WSH_10_WAT","COUNTRY","AGO","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"3363 [2212-4857]",3363.2041,2212.02051,4857.48828,NA,"2022-11-01T15:13:00+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"211",10114471,"WSH_10_WAT","COUNTRY","GNQ","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"141 [83-218]",141.2809,83.20752,218.45001,NA,"2022-11-01T15:13:09+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"212",6878561,"WSH_10_WAT","COUNTRY","WSM","WPR","YEAR","Western Pacific","SEX","SEX_FMLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"2 [1-5]",2.2537,1.13774,4.63265,NA,"2022-11-01T15:13:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"213",3263032,"WSH_10_WAT","COUNTRY","NGA","AFR","YEAR","Africa","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"31443 [21554-43907]",31442.62109,21553.93359,43907.24219,NA,"2022-11-01T15:13:03+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"214",6783635,"WSH_10_WAT","COUNTRY","BRA","AMR","YEAR","Americas","SEX","SEX_MLE",2019,"AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"328 [117-790]",327.86877,117.23247,790.06824,NA,"2022-11-01T15:13:01+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"215",7219695,"WSH_10_WAT","COUNTRY","CIV","AFR","YEAR","Africa","SEX","SEX_BTSX",2019,"AGEGROUP","AGEGROUP_YEARSUNDER5",NA,NA,NA,NA,"2227 [1505-3142]",2227.18994,1505.18774,3142.0376,NA,"2022-11-01T15:12:55+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
