DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
481926,Population with water more than 30 minutes away round trip,50.3,1,ER,Eritrea,2002,ER2002DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2002,DHS,44971,44458,NA,NA,NA
481915,Population with unknown or missing information on round trip time to water,0.1,1,ER,Eritrea,2002,ER2002DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2002,DHS,44971,44458,NA,NA,NA
576585,Population with water on the premises,4.6,1,ET,Ethiopia,2000,ET2000DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2000,DHS,67852,66126,NA,NA,NA
576576,Population with water 30 minutes or less away round trip,62.2,1,ET,Ethiopia,2000,ET2000DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2000,DHS,67852,66126,NA,NA,NA
576586,Population with water more than 30 minutes away round trip,33.2,1,ET,Ethiopia,2000,ET2000DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2000,DHS,67852,66126,NA,NA,NA
576592,Population with unknown or missing information on round trip time to water,0.1,1,ET,Ethiopia,2000,ET2000DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2000,DHS,67852,66126,NA,NA,NA
423344,Population with water on the premises,7.4,1,ET,Ethiopia,2005,ET2005DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2005,DHS,68981,66388,NA,NA,NA
423354,Population with water 30 minutes or less away round trip,61.9,1,ET,Ethiopia,2005,ET2005DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2005,DHS,68981,66388,NA,NA,NA
423345,Population with water more than 30 minutes away round trip,30.1,1,ET,Ethiopia,2005,ET2005DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2005,DHS,68981,66388,NA,NA,NA
423338,Population with unknown or missing information on round trip time to water,0.6,1,ET,Ethiopia,2005,ET2005DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2005,DHS,68981,66388,NA,NA,NA
600106,Population with water on the premises,10,1,ET,Ethiopia,2011,ET2011DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2011,DHS,77377,75655,NA,NA,NA
600104,Population with water 30 minutes or less away round trip,51.2,1,ET,Ethiopia,2011,ET2011DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2011,DHS,77377,75655,NA,NA,NA
600107,Population with water more than 30 minutes away round trip,38.6,1,ET,Ethiopia,2011,ET2011DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2011,DHS,77377,75655,NA,NA,NA
600096,Population with unknown or missing information on round trip time to water,0.3,1,ET,Ethiopia,2011,ET2011DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2011,DHS,77377,75655,NA,NA,NA
155892,Population with water on the premises,16,1,ET,Ethiopia,2016,ET2016DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2016,DHS,76767,73901,NA,NA,NA
155861,Population with water 30 minutes or less away round trip,53.6,1,ET,Ethiopia,2016,ET2016DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2016,DHS,76767,73901,NA,NA,NA
155893,Population with water more than 30 minutes away round trip,30.3,1,ET,Ethiopia,2016,ET2016DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2016,DHS,76767,73901,NA,NA,NA
155881,Population with unknown or missing information on round trip time to water,0.2,1,ET,Ethiopia,2016,ET2016DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2016,DHS,76767,73901,NA,NA,NA
90894,Population with water on the premises,17.3,1,ET,Ethiopia,2019,ET2019DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2019,DHS,40929,40133,NA,NA,NA
90910,Population with water 30 minutes or less away round trip,55.6,1,ET,Ethiopia,2019,ET2019DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2019,DHS,40929,40133,NA,NA,NA
90895,Population with water more than 30 minutes away round trip,26.9,1,ET,Ethiopia,2019,ET2019DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2019,DHS,40929,40133,NA,NA,NA
90903,Population with unknown or missing information on round trip time to water,0.2,1,ET,Ethiopia,2019,ET2019DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2019,DHS,40929,40133,NA,NA,NA
510787,Population with water on the premises,48,1,GA,Gabon,2000,GA2000DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2000,DHS,30733,30736,NA,NA,NA
510769,Population with water 30 minutes or less away round trip,44.5,1,GA,Gabon,2000,GA2000DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2000,DHS,30733,30736,NA,NA,NA
510788,Population with water more than 30 minutes away round trip,7.2,1,GA,Gabon,2000,GA2000DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2000,DHS,30733,30736,NA,NA,NA
510781,Population with unknown or missing information on round trip time to water,0.3,1,GA,Gabon,2000,GA2000DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2000,DHS,30733,30736,NA,NA,NA
356620,Population with water on the premises,64.5,1,GA,Gabon,2012,GA2012DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2012,DHS,39908,40654,NA,NA,NA
356603,Population with water 30 minutes or less away round trip,22.8,1,GA,Gabon,2012,GA2012DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2012,DHS,39908,40654,NA,NA,NA
356621,Population with water more than 30 minutes away round trip,11.8,1,GA,Gabon,2012,GA2012DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2012,DHS,39908,40654,NA,NA,NA
356599,Population with unknown or missing information on round trip time to water,0.9,1,GA,Gabon,2012,GA2012DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2012,DHS,39908,40654,NA,NA,NA
395271,Population with water on the premises,77.9,1,GA,Gabon,2019,GA2019DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2019-21,DHS,46228,45283,NA,NA,NA
395264,Population with water 30 minutes or less away round trip,13.7,1,GA,Gabon,2019,GA2019DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2019-21,DHS,46228,45283,NA,NA,NA
395272,Population with water more than 30 minutes away round trip,6.4,1,GA,Gabon,2019,GA2019DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2019-21,DHS,46228,45283,NA,NA,NA
395250,Population with unknown or missing information on round trip time to water,2,1,GA,Gabon,2019,GA2019DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2019-21,DHS,46228,45283,NA,NA,NA
437027,Population with water on the premises,16.7,1,GH,Ghana,1993,GH1993DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,1993,DHS,21900,21900,NA,NA,NA
437024,Population with water 30 minutes or less away round trip,72.9,1,GH,Ghana,1993,GH1993DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,1993,DHS,21900,21900,NA,NA,NA
437028,Population with water more than 30 minutes away round trip,10.2,1,GH,Ghana,1993,GH1993DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,1993,DHS,21900,21900,NA,NA,NA
437018,Population with unknown or missing information on round trip time to water,0.3,1,GH,Ghana,1993,GH1993DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,1993,DHS,21900,21900,NA,NA,NA
455276,Population with water on the premises,18.2,1,GH,Ghana,1998,GH1998DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,1998,DHS,21665,22433,NA,NA,NA
455271,Population with water 30 minutes or less away round trip,67,1,GH,Ghana,1998,GH1998DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,1998,DHS,21665,22433,NA,NA,NA
455277,Population with water more than 30 minutes away round trip,14.5,1,GH,Ghana,1998,GH1998DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,1998,DHS,21665,22433,NA,NA,NA
455287,Population with unknown or missing information on round trip time to water,0.3,1,GH,Ghana,1998,GH1998DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,1998,DHS,21665,22433,NA,NA,NA
220480,Population with water on the premises,20.6,1,GH,Ghana,2003,GH2003DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2003,DHS,25154,26307,NA,NA,NA
220488,Population with water 30 minutes or less away round trip,69.4,1,GH,Ghana,2003,GH2003DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2003,DHS,25154,26307,NA,NA,NA
220481,Population with water more than 30 minutes away round trip,9.9,1,GH,Ghana,2003,GH2003DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2003,DHS,25154,26307,NA,NA,NA
220482,Population with unknown or missing information on round trip time to water,0.1,1,GH,Ghana,2003,GH2003DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2003,DHS,25154,26307,NA,NA,NA
408091,Population with water on the premises,20.7,1,GH,Ghana,2008,GH2008DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2008,DHS,44080,46061,NA,NA,NA
408080,Population with water 30 minutes or less away round trip,69.7,1,GH,Ghana,2008,GH2008DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2008,DHS,44080,46061,NA,NA,NA
408092,Population with water more than 30 minutes away round trip,9.2,1,GH,Ghana,2008,GH2008DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2008,DHS,44080,46061,NA,NA,NA
408087,Population with unknown or missing information on round trip time to water,0.5,1,GH,Ghana,2008,GH2008DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2008,DHS,44080,46061,NA,NA,NA
721422,Population with water on the premises,29.9,1,GH,Ghana,2014,GH2014DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2014,DHS,41223,43313,NA,NA,NA
721359,Population with water 30 minutes or less away round trip,58.9,1,GH,Ghana,2014,GH2014DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2014,DHS,41223,43313,NA,NA,NA
721423,Population with water more than 30 minutes away round trip,10.7,1,GH,Ghana,2014,GH2014DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2014,DHS,41223,43313,NA,NA,NA
721348,Population with unknown or missing information on round trip time to water,0.4,1,GH,Ghana,2014,GH2014DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2014,DHS,41223,43313,NA,NA,NA
649656,Population with water on the premises,35.7,1,GH,Ghana,2016,GH2016MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2016,MIS,21088,22718,NA,NA,NA
649663,Population with water 30 minutes or less away round trip,57.7,1,GH,Ghana,2016,GH2016MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2016,MIS,21088,22718,NA,NA,NA
649657,Population with water more than 30 minutes away round trip,5,1,GH,Ghana,2016,GH2016MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2016,MIS,21088,22718,NA,NA,NA
649673,Population with unknown or missing information on round trip time to water,1.6,1,GH,Ghana,2016,GH2016MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2016,MIS,21088,22718,NA,NA,NA
132837,Population with water on the premises,42.7,1,GH,Ghana,2019,GH2019MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2019,MIS,22195,23442,NA,NA,NA
132823,Population with water 30 minutes or less away round trip,48.1,1,GH,Ghana,2019,GH2019MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2019,MIS,22195,23442,NA,NA,NA
132838,Population with water more than 30 minutes away round trip,8.9,1,GH,Ghana,2019,GH2019MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2019,MIS,22195,23442,NA,NA,NA
132816,Population with unknown or missing information on round trip time to water,0.3,1,GH,Ghana,2019,GH2019MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2019,MIS,22195,23442,NA,NA,NA
321822,Population with water on the premises,40.1,1,GH,Ghana,2022,GH2022DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2022,DHS,63611,68887,NA,NA,NA
321815,Population with water 30 minutes or less away round trip,53.1,1,GH,Ghana,2022,GH2022DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2022,DHS,63611,68887,NA,NA,NA
321823,Population with water more than 30 minutes away round trip,6.5,1,GH,Ghana,2022,GH2022DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2022,DHS,63611,68887,NA,NA,NA
321809,Population with unknown or missing information on round trip time to water,0.3,1,GH,Ghana,2022,GH2022DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2022,DHS,63611,68887,NA,NA,NA
297492,Population with water on the premises,39.4,1,GM,Gambia,2013,GM2013DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2013,DHS,51142,52084,NA,NA,NA
297795,Population with water 30 minutes or less away round trip,54.2,1,GM,Gambia,2013,GM2013DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2013,DHS,51142,52084,NA,NA,NA
297493,Population with water more than 30 minutes away round trip,5.7,1,GM,Gambia,2013,GM2013DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2013,DHS,51142,52084,NA,NA,NA
297653,Population with unknown or missing information on round trip time to water,0.8,1,GM,Gambia,2013,GM2013DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2013,DHS,51142,52084,NA,NA,NA
568648,Population with water on the premises,64,1,GM,Gambia,2019,GM2019DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2019-20,DHS,52817,54240,NA,NA,NA
568640,Population with water 30 minutes or less away round trip,32.2,1,GM,Gambia,2019,GM2019DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2019-20,DHS,52817,54240,NA,NA,NA
568649,Population with water more than 30 minutes away round trip,3.5,1,GM,Gambia,2019,GM2019DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2019-20,DHS,52817,54240,NA,NA,NA
568633,Population with unknown or missing information on round trip time to water,0.2,1,GM,Gambia,2019,GM2019DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2019-20,DHS,52817,54240,NA,NA,NA
337391,Population with water on the premises,28.6,1,GN,Guinea,1999,GN1999DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,1999,DHS,33692,33898,NA,NA,NA
337381,Population with water 30 minutes or less away round trip,58.6,1,GN,Guinea,1999,GN1999DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,1999,DHS,33692,33898,NA,NA,NA
337392,Population with water more than 30 minutes away round trip,12,1,GN,Guinea,1999,GN1999DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,1999,DHS,33692,33898,NA,NA,NA
337387,Population with unknown or missing information on round trip time to water,0.9,1,GN,Guinea,1999,GN1999DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,1999,DHS,33692,33898,NA,NA,NA
491096,Population with water on the premises,16.7,1,GN,Guinea,2005,GN2005DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2005,DHS,38245,37589,NA,NA,NA
491101,Population with water 30 minutes or less away round trip,75.6,1,GN,Guinea,2005,GN2005DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2005,DHS,38245,37589,NA,NA,NA
491107,Population with water more than 30 minutes away round trip,7.3,1,GN,Guinea,2005,GN2005DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2005,DHS,38245,37589,NA,NA,NA
491113,Population with unknown or missing information on round trip time to water,0.4,1,GN,Guinea,2005,GN2005DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2005,DHS,38245,37589,NA,NA,NA
575846,Population with water on the premises,23.9,1,GN,Guinea,2012,GN2012DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2012,DHS,44434,44427,NA,NA,NA
575821,Population with water 30 minutes or less away round trip,55.9,1,GN,Guinea,2012,GN2012DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2012,DHS,44434,44427,NA,NA,NA
575847,Population with water more than 30 minutes away round trip,19.7,1,GN,Guinea,2012,GN2012DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2012,DHS,44434,44427,NA,NA,NA
575809,Population with unknown or missing information on round trip time to water,0.5,1,GN,Guinea,2012,GN2012DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2012,DHS,44434,44427,NA,NA,NA
80867,Population with water on the premises,32,1,GN,Guinea,2018,GN2018DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2018,DHS,49106,49120,NA,NA,NA
80880,Population with water 30 minutes or less away round trip,40.2,1,GN,Guinea,2018,GN2018DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2018,DHS,49106,49120,NA,NA,NA
80873,Population with water more than 30 minutes away round trip,24.4,1,GN,Guinea,2018,GN2018DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2018,DHS,49106,49120,NA,NA,NA
80854,Population with unknown or missing information on round trip time to water,3.4,1,GN,Guinea,2018,GN2018DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2018,DHS,49106,49120,NA,NA,NA
168714,Population with water on the premises,33.6,1,GN,Guinea,2021,GN2021MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2021,MIS,25464,25148,NA,NA,NA
168703,Population with water 30 minutes or less away round trip,52.2,1,GN,Guinea,2021,GN2021MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2021,MIS,25464,25148,NA,NA,NA
168715,Population with water more than 30 minutes away round trip,13.5,1,GN,Guinea,2021,GN2021MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2021,MIS,25464,25148,NA,NA,NA
168696,Population with unknown or missing information on round trip time to water,0.7,1,GN,Guinea,2021,GN2021MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2021,MIS,25464,25148,NA,NA,NA
518040,Population with water on the premises,82.1,1,GU,Guatemala,1995,GU1995DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,1995,DHS,59247,60912,NA,NA,NA
518033,Population with water 30 minutes or less away round trip,15.1,1,GU,Guatemala,1995,GU1995DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,1995,DHS,59247,60912,NA,NA,NA
518041,Population with water more than 30 minutes away round trip,2.1,1,GU,Guatemala,1995,GU1995DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,1995,DHS,59247,60912,NA,NA,NA
518030,Population with unknown or missing information on round trip time to water,0.6,1,GU,Guatemala,1995,GU1995DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,1995,DHS,59247,60912,NA,NA,NA
701131,Population with water on the premises,79.9,1,GU,Guatemala,1999,GU1999DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,1998-99,DHS,29446,30427,NA,NA,NA
701121,Population with water 30 minutes or less away round trip,16.5,1,GU,Guatemala,1999,GU1999DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,1998-99,DHS,29446,30427,NA,NA,NA
701132,Population with water more than 30 minutes away round trip,2.4,1,GU,Guatemala,1999,GU1999DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,1998-99,DHS,29446,30427,NA,NA,NA
701125,Population with unknown or missing information on round trip time to water,1.3,1,GU,Guatemala,1999,GU1999DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,1998-99,DHS,29446,30427,NA,NA,NA
81588,Population with water on the premises,88.6,1,GU,Guatemala,2015,GU2015DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2014-15,DHS,102693,101327,NA,NA,NA
81609,Population with water 30 minutes or less away round trip,10,1,GU,Guatemala,2015,GU2015DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2014-15,DHS,102693,101327,NA,NA,NA
81593,Population with water more than 30 minutes away round trip,1.4,1,GU,Guatemala,2015,GU2015DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2014-15,DHS,102693,101327,NA,NA,NA
81601,Population with unknown or missing information on round trip time to water,0,1,GU,Guatemala,2015,GU2015DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2014-15,DHS,102693,101327,NA,NA,NA
460879,Population with water on the premises,90.8,1,GY,Guyana,2005,GY2005AIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2005,AIS,10819,10898,NA,NA,NA
460863,Population with water 30 minutes or less away round trip,8.8,1,GY,Guyana,2005,GY2005AIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2005,AIS,10819,10898,NA,NA,NA
460880,Population with water more than 30 minutes away round trip,0.1,1,GY,Guyana,2005,GY2005AIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2005,AIS,10819,10898,NA,NA,NA
460901,Population with unknown or missing information on round trip time to water,0.2,1,GY,Guyana,2005,GY2005AIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2005,AIS,10819,10898,NA,NA,NA
388994,Population with water on the premises,91.7,1,GY,Guyana,2009,GY2009DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2009,DHS,21317,22468,NA,NA,NA
389008,Population with water 30 minutes or less away round trip,7.4,1,GY,Guyana,2009,GY2009DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2009,DHS,21317,22468,NA,NA,NA
388995,Population with water more than 30 minutes away round trip,0.5,1,GY,Guyana,2009,GY2009DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2009,DHS,21317,22468,NA,NA,NA
389016,Population with unknown or missing information on round trip time to water,0.4,1,GY,Guyana,2009,GY2009DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2009,DHS,21317,22468,NA,NA,NA
160032,Population with water on the premises,86.8,1,HN,Honduras,2005,HN2005DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2005-06,DHS,89662,92183,NA,NA,NA
160022,Population with water 30 minutes or less away round trip,11.5,1,HN,Honduras,2005,HN2005DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2005-06,DHS,89662,92183,NA,NA,NA
160037,Population with water more than 30 minutes away round trip,1.6,1,HN,Honduras,2005,HN2005DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2005-06,DHS,89662,92183,NA,NA,NA
