"","IndicatorCode","Country","Year","Value"
"136","WSH_WATER_SAFELY_MANAGED","MNG",2016,45.56357
"137","WSH_WATER_SAFELY_MANAGED","AMR",2014,83.20269
"138","WSH_WATER_SAFELY_MANAGED","SLE",2012,7.65852
"139","WSH_WATER_SAFELY_MANAGED","AFR",2002,20.06806
"140","WSH_WATER_SAFELY_MANAGED","OMN",2021,90.71065
"141","WSH_WATER_SAFELY_MANAGED","PRT",2010,89.6361
"142","WSH_WATER_SAFELY_MANAGED","AMR",2020,68.88432
"143","WSH_WATER_SAFELY_MANAGED","UGA",2004,20.81408
"144","WSH_WATER_SAFELY_MANAGED","FJI",2013,27.07013
"145","WSH_WATER_SAFELY_MANAGED","COG",2000,41.82925
"146","WSH_WATER_SAFELY_MANAGED","DZA",2004,82.00307
"147","WSH_WATER_SAFELY_MANAGED","BEL",2022,99.73945
"148","WSH_WATER_SAFELY_MANAGED","MAR",2000,67.98949
"149","WSH_WATER_SAFELY_MANAGED","CHL",2002,93.07063
"150","WSH_WATER_SAFELY_MANAGED","TUN",2014,83.57548
"151","WSH_WATER_SAFELY_MANAGED","NOR",2015,99.20311
"152","WSH_WATER_SAFELY_MANAGED","SLE",2017,11.90801
"153","WSH_WATER_SAFELY_MANAGED","ZWE",2014,54.77615
"154","WSH_WATER_SAFELY_MANAGED","DEU",2009,99.87845
"155","WSH_WATER_SAFELY_MANAGED","COL",2000,80.63933
"156","WSH_WATER_SAFELY_MANAGED","ECU",2003,59.74421
"157","WSH_WATER_SAFELY_MANAGED","PRK",2012,51.58929
"158","WSH_WATER_SAFELY_MANAGED","TJK",2017,53.55591
"159","WSH_WATER_SAFELY_MANAGED","CHL",2006,94.70764
"160","WSH_WATER_SAFELY_MANAGED","WSM",2012,86.4189
"161","WSH_WATER_SAFELY_MANAGED","GTM",2016,44.23152
"162","WSH_WATER_SAFELY_MANAGED","WSM",2015,88.58074
"163","WSH_WATER_SAFELY_MANAGED","IRN",2010,95.85225
"164","WSH_WATER_SAFELY_MANAGED","WSM",2004,54.25973
"165","WSH_WATER_SAFELY_MANAGED","WSM",2014,55.3402
"166","WSH_WATER_SAFELY_MANAGED","QAT",2013,97.57927
"167","WSH_WATER_SAFELY_MANAGED","ROU",2009,94.9535
"168","WSH_WATER_SAFELY_MANAGED","KWT",2012,100
"169","WSH_WATER_SAFELY_MANAGED","TKM",2021,92.34755
"170","WSH_WATER_SAFELY_MANAGED","UZB",2002,56.45625
"171","WSH_WATER_SAFELY_MANAGED","LSO",2007,53.5496
"172","WSH_WATER_SAFELY_MANAGED","COD",2016,11.59196
"173","WSH_WATER_SAFELY_MANAGED","NIC",2006,25.84658
"174","WSH_WATER_SAFELY_MANAGED","TCD",2006,15.695
"175","WSH_WATER_SAFELY_MANAGED","GTM",2019,45.11594
"176","WSH_WATER_SAFELY_MANAGED","EST",2011,95.50393
"177","WSH_WATER_SAFELY_MANAGED","WSM",2019,90.1915
"178","WSH_WATER_SAFELY_MANAGED","AFG",2009,15.64538
"179","WSH_WATER_SAFELY_MANAGED","IRN",2002,90.79443
"180","WSH_WATER_SAFELY_MANAGED","IDN",2002,31.7207
"181","WSH_WATER_SAFELY_MANAGED","TKM",2020,94.83424
"182","WSH_WATER_SAFELY_MANAGED","UGA",2011,3.89127
"183","WSH_WATER_SAFELY_MANAGED","GRC",2005,99.48649
"184","WSH_WATER_SAFELY_MANAGED","CRI",2011,77.40173
"185","WSH_WATER_SAFELY_MANAGED","TGO",2009,23.10077
"186","WSH_WATER_SAFELY_MANAGED","PLW",2004,75.07333
"187","WSH_WATER_SAFELY_MANAGED","GEO",2012,66.63722
"188","WSH_WATER_SAFELY_MANAGED","FJI",2008,27.10494
"189","WSH_WATER_SAFELY_MANAGED","ALB",2013,68.45983
"190","WSH_WATER_SAFELY_MANAGED","MMR",2015,41.38044
"191","WSH_WATER_SAFELY_MANAGED","KWT",2020,100
"192","WSH_WATER_SAFELY_MANAGED","VNM",2016,54.57749
"193","WSH_WATER_SAFELY_MANAGED","TUV",2015,8.39768
"194","WSH_WATER_SAFELY_MANAGED","USA",2006,96.44704
"195","WSH_WATER_SAFELY_MANAGED","UZB",2003,33.19392
"196","WSH_WATER_SAFELY_MANAGED","CIV",2002,35.98548
"197","WSH_WATER_SAFELY_MANAGED","UGA",2014,34.19846
"198","WSH_WATER_SAFELY_MANAGED","GRC",2016,99.13364
"199","WSH_WATER_SAFELY_MANAGED","PRK",2016,50.01388
"200","WSH_WATER_SAFELY_MANAGED","UGA",2021,8.77361
"201","WSH_WATER_SAFELY_MANAGED","AFR",2003,44.78491
"202","WSH_WATER_SAFELY_MANAGED","KGZ",2021,67.28497
"203","WSH_WATER_SAFELY_MANAGED","IRQ",2004,52.14264
"204","WSH_WATER_SAFELY_MANAGED","HUN",2006,80.9759
"205","WSH_WATER_SAFELY_MANAGED","BTN",2020,54.87992
"206","WSH_WATER_SAFELY_MANAGED","URY",2010,94.21412
"207","WSH_WATER_SAFELY_MANAGED","PRK",2011,51.98314
"208","WSH_WATER_SAFELY_MANAGED","VNM",2019,75.45288
"209","WSH_WATER_SAFELY_MANAGED","ROU",2013,66.65007
"210","WSH_WATER_SAFELY_MANAGED","UGA",2004,4.42556
"211","WSH_WATER_SAFELY_MANAGED","VNM",2011,51.81474
"212","WSH_WATER_SAFELY_MANAGED","NIU",2022,93.5415
"213","WSH_WATER_SAFELY_MANAGED","WPR",2015,NA
"214","WSH_WATER_SAFELY_MANAGED","TJK",2020,55.23686
"215","WSH_WATER_SAFELY_MANAGED","ROU",2014,66.65007
"216","WSH_WATER_SAFELY_MANAGED","SGP",2014,100
"217","WSH_WATER_SAFELY_MANAGED","URY",2018,94.58874
"218","WSH_WATER_SAFELY_MANAGED","TON",2013,50.38146
"219","WSH_WATER_SAFELY_MANAGED","GNB",2020,23.5168
"220","WSH_WATER_SAFELY_MANAGED","TZA",2004,2.27791
"221","WSH_WATER_SAFELY_MANAGED","JPN",2001,97.85424
