"","IndicatorCode","Country","Year","Value"
"493","SDGWSHBOD","ESP",2019,3.1
"494","SDGWSHBOD","JAM",2019,2.2
"495","SDGWSHBOD","SVN",2019,1.3
"496","SDGWSHBOD","MDA",2019,1.8
"497","SDGWSHBOD","PRT",2019,6.6
"498","SDGWSHBOD","MYS",2019,13.1
"499","SDGWSHBOD","BRB",2019,8.5
"500","SDGWSHBOD","GRC",2019,6.6
"501","SDGWSHBOD","EST",2019,3
"502","SDGWSHBOD","ARM",2019,5.8
"503","SDGWSHBOD","TLS",2019,20.4
"504","SDGWSHBOD","SYC",2019,8.7
"505","SDGWSHBOD","SDN",2019,18.4
"506","SDGWSHBOD","TUN",2019,3.1
"507","SDGWSHBOD","WPR",2019,4.08374
"508","SDGWSHBOD","COL",2019,3.4
"509","SDGWSHBOD","LUX",2019,1.9
"510","SDGWSHBOD","BGD",2019,21.8
"511","SDGWSHBOD","SVN",2019,1.9
"512","SDGWSHBOD","NPL",2019,20
"513","SDGWSHBOD","VEN",2019,5.4
"514","SDGWSHBOD","MMR",2019,11.2
"515","SDGWSHBOD","PNG",2019,21.8
"516","SDGWSHBOD","BFA",2019,60.9
"517","SDGWSHBOD","STP",2019,16.5
"518","SDGWSHBOD","CUB",2019,9.4
"519","SDGWSHBOD","DNK",2019,4.1
"520","SDGWSHBOD","GUY",2019,8.6
"521","SDGWSHBOD","CYP",2019,1.5
"522","SDGWSHBOD","ZWE",2019,36.2
"523","SDGWSHBOD","ETH",2019,45.7
"524","SDGWSHBOD","BIH",2019,2.1
"525","SDGWSHBOD","FJI",2019,11.5
"526","SDGWSHBOD","BRN",2019,1.7
"527","SDGWSHBOD","AUT",2019,1.9
"528","SDGWSHBOD","VEN",2019,4.9
"529","SDGWSHBOD","MNG",2019,3.2
"530","SDGWSHBOD","AFR",2019,42.1754
"531","SDGWSHBOD","IRQ",2019,4.8
"532","SDGWSHBOD","WSM",2019,8.2
"533","SDGWSHBOD","BLZ",2019,4.3
"534","SDGWSHBOD","CZE",2019,4.1
"535","SDGWSHBOD","LVA",2019,2.6
"536","SDGWSHBOD","SWZ",2019,46.5
"537","SDGWSHBOD","BHS",2019,2.6
"538","SDGWSHBOD","CPV",2019,12.1
"539","SDGWSHBOD","WPR",2019,4.55143
"540","SDGWSHBOD","ARE",2019,0.8
"541","SDGWSHBOD","PHL",2019,17
"542","SDGWSHBOD","CHN",2019,2.5
"543","SDGWSHBOD","PRK",2019,4.4
"544","SDGWSHBOD","GRC",2019,7.6
"545","SDGWSHBOD","WSM",2019,9.8
"546","SDGWSHBOD","GRD",2019,6.7
"547","SDGWSHBOD","JPN",2019,9
"548","SDGWSHBOD","TUN",2019,3.3
"549","SDGWSHBOD","EGY",2019,5.1
"550","SDGWSHBOD","OMN",2019,1.6
"551","SDGWSHBOD","CYP",2019,1.8
"552","SDGWSHBOD","JOR",2019,1.9
"553","SDGWSHBOD","LBR",2019,34.6
"554","SDGWSHBOD","TKM",2019,6.7
"555","SDGWSHBOD","ALB",2019,3.2
"556","SDGWSHBOD","ISR",2019,2.2
"557","SDGWSHBOD","MNE",2019,1.8
"558","SDGWSHBOD","MDA",2019,3.6
"559","SDGWSHBOD","VUT",2019,25.1
"560","SDGWSHBOD","LBR",2019,34.1
"561","SDGWSHBOD","MWI",2019,36.4
"562","SDGWSHBOD","CIV",2019,53.8
"563","SDGWSHBOD","ZWE",2019,46
"564","SDGWSHBOD","WPR",2019,4.32193
"565","SDGWSHBOD","NZL",2019,2.5
"566","SDGWSHBOD","BGR",2019,2.3
"567","SDGWSHBOD","HRV",2019,2.2
"568","SDGWSHBOD","GAB",2019,13
"569","SDGWSHBOD","MEX",2019,3.2
"570","SDGWSHBOD","RWA",2019,21.5
