"","IndicatorCode","Country","Year","Value"
"1","WSH_20_WAT","AGO",2019,0.39756
"2","WSH_20_WAT","BFA",2019,0.4597
"3","WSH_20_WAT","PNG",2019,0.43305
"4","WSH_20_WAT","TUN",2019,0.25752
"5","WSH_20_WAT","TGO",2019,0.43242
"6","WSH_20_WAT","MEX",2019,0.18378
"7","WSH_20_WAT","SSD",2019,0.46343
"8","WSH_20_WAT","BRA",2019,0.13177
"9","WSH_20_WAT","SLV",2019,0.23347
"10","WSH_20_WAT","CRI",2019,0.15411
"11","WSH_20_WAT","LAO",2019,0.26197
"12","WSH_20_WAT","GMB",2019,0.39607
"13","WSH_20_WAT","BGD",2019,0.35445
"14","WSH_20_WAT","TKM",2019,0.09575
"15","WSH_20_WAT","NPL",2019,0.36397
"16","WSH_20_WAT","DJI",2019,0.39773
"17","WSH_20_WAT","UGA",2019,0.37155
"18","WSH_20_WAT","KEN",2019,0.35987
"19","WSH_20_WAT","ALB",2019,0.22943
"20","WSH_20_WAT","MYS",2019,0.21664
"21","WSH_20_WAT","LCA",2019,0.21831
"22","WSH_20_WAT","FJI",2019,0.2955
"23","WSH_20_WAT","COD",2019,0.46277
"24","WSH_20_WAT","EGY",2019,0.23076
"25","WSH_20_WAT","BOL",2019,0.23166
"26","WSH_20_WAT","WSM",2019,0.30174
"27","WSH_20_WAT","ETH",2019,0.45841
"28","WSH_20_WAT","VEN",2019,0.02055
"29","WSH_20_WAT","ZWE",2019,0.42407
"30","WSH_20_WAT","TON",2019,0.32009
"31","WSH_20_WAT","SUR",2019,0.29822
"32","WSH_20_WAT","BEN",2019,0.43935
"33","WSH_20_WAT","IDN",2019,0.12267
"34","WSH_20_WAT","YEM",2019,0.2724
"35","WSH_20_WAT","CUB",2019,0.17467
"36","WSH_20_WAT","CPV",2019,0.37629
"37","WSH_20_WAT","GTM",2019,0.21743
"38","WSH_20_WAT","PRK",2019,0.20413
"39","WSH_20_WAT","BLR",2019,0.06018
"40","WSH_20_WAT","BTN",2019,0.13807
"41","WSH_20_WAT","KHM",2019,0.32689
"42","WSH_20_WAT","RUS",2019,0.17199
"43","WSH_20_WAT","FSM",2019,0.08223
"44","WSH_20_WAT","LBR",2019,0.42562
"45","WSH_20_WAT","KIR",2019,0.15445
"46","WSH_20_WAT","SYR",2019,0.24038
"47","WSH_20_WAT","ARM",2019,0.19777
"48","WSH_20_WAT","LKA",2019,0.21696
"49","WSH_20_WAT","MRT",2019,0.40737
"50","WSH_20_WAT","SRB",2019,0.22648
"51","WSH_20_WAT","GUY",2019,0.27645
"52","WSH_20_WAT","VUT",2019,0.33559
"53","WSH_20_WAT","TUR",2019,0.12994
"54","WSH_20_WAT","ZAF",2019,0.27494
"55","WSH_20_WAT","SLE",2019,0.4489
"56","WSH_20_WAT","SOM",2019,0.4427
"57","WSH_20_WAT","JOR",2019,0.12956
"58","WSH_20_WAT","STP",2019,0.37448
"59","WSH_20_WAT","ROU",2019,0.153
"60","WSH_20_WAT","VCT",2019,0.24208
"61","WSH_20_WAT","UZB",2019,0.0693
"62","WSH_20_WAT","CIV",2019,0.39997
"63","WSH_20_WAT","RWA",2019,0.33097
"64","WSH_20_WAT","TJK",2019,0.10753
"65","WSH_20_WAT","MAR",2019,0.11529
"66","WSH_20_WAT","MDA",2019,0.20348
"67","WSH_20_WAT","MKD",2019,0.20447
"68","WSH_20_WAT","IND",2019,0.30413
"69","WSH_20_WAT","NGA",2019,0.42965
"70","WSH_20_WAT","GRD",2019,0.26147
"71","WSH_20_WAT","NAM",2019,0.3872
"72","WSH_20_WAT","GEO",2019,0.24516
"73","WSH_20_WAT","LBY",2019,0.03449
"74","WSH_20_WAT","MUS",2019,0.3588
"75","WSH_20_WAT","MNE",2019,0.17313
"76","WSH_20_WAT","BGR",2019,0.08916
"77","WSH_20_WAT","BDI",2019,0.44096
"78","WSH_20_WAT","ARG",2019,0.18674
"79","WSH_20_WAT","NER",2019,0.46444
"80","WSH_20_WAT","MDG",2019,0.36339
"81","WSH_20_WAT","PAN",2019,0.19781
"82","WSH_20_WAT","MNG",2019,0.18913
"83","WSH_20_WAT","SEN",2019,0.39834
"84","WSH_20_WAT","TCD",2019,0.46752
"85","WSH_20_WAT","COL",2019,0.19161
"86","WSH_20_WAT","PHL",2019,0.30496
"87","WSH_20_WAT","GIN",2019,0.42153
"88","WSH_20_WAT","COM",2019,0.37077
"89","WSH_20_WAT","DOM",2019,0.31611
"90","WSH_20_WAT","BIH",2019,0.20466
"91","WSH_20_WAT","KGZ",2019,0.1944
"92","WSH_20_WAT","SDN",2019,0.41246
"93","WSH_20_WAT","LSO",2019,0.39042
"94","WSH_20_WAT","DZA",2019,0.26926
"95","WSH_20_WAT","TZA",2019,0.36937
"96","WSH_20_WAT","ZMB",2019,0.37096
"97","WSH_20_WAT","AZE",2019,0.03135
"98","WSH_20_WAT","MOZ",2019,0.44318
"99","WSH_20_WAT","GAB",2019,0.36571
"100","WSH_20_WAT","IRN",2019,0.0202
"101","WSH_20_WAT","COG",2019,0.39709
"102","WSH_20_WAT","THA",2019,0.2667
"103","WSH_20_WAT","CHN",2019,0.15816
"104","WSH_20_WAT","NIC",2019,0.29101
"105","WSH_20_WAT","JAM",2019,0.19017
"106","WSH_20_WAT","GNB",2019,0.4442
"107","WSH_20_WAT","SWZ",2019,0.38367
"108","WSH_20_WAT","GHA",2019,0.38354
